,281073,ODC-P B2B > Company Past Purchases > Technology > Network Computing > 281073,Premium,5-7 business days,"60,358,247",This audience contains people working at Companies that have likely bought Network Computing
,281075,ODC-P B2B > Company Past Purchases > Technology > Platform as a Service (PaaS) > 281075,Premium,5-7 business days,"38,643,606",This audience contains people working at Companies that have likely bought Platform as a Service (PaaS)
,281077,ODC-P B2B > Company Past Purchases > Technology > Productivity Solutions > 281077,Premium,5-7 business days,"65,147,371",This audience contains people working at Companies that have likely bought Productivity Solutions
,281078,ODC-P B2B > Company Past Purchases > Technology > Project Management > 281078,Premium,5-7 business days,"45,139,708",This audience contains people working at Companies that have likely bought Project Management
,281083,ODC-P B2B > Company Past Purchases > Technology > Software (Basic) > 281083,Premium,5-7 business days,"68,369,694",This audience contains people working at Companies that have likely bought Software (Basic)
,281090,ODC-P B2B > Company Past Purchases > Technology > Visualization Software > 281090,Premium,5-7 business days,"60,924,086",This audience contains people working at Companies that have likely bought Visualization Software
,281091,ODC-P B2B > Company Past Purchases > Technology > Web-Oriented Architecture > 281091,Premium,5-7 business days,"69,838,226",This audience contains people working at Companies that have likely bought Web-Oriented Architecture
2.38E+16,9186,ODC-P B2B > Company Size  > 1000-4999 Employees > 9186,Premium,Already Shared,"6,300,000",People who are owners or employees of a company with 1000-4999 employees
2.38E+16,9184,ODC-P B2B > Company Size  > 100-499 Employees > 9184,Premium,Already Shared,"5,800,000",People who are owners or employees of a company with 100-499 employees
2.38E+16,9182,ODC-P B2B > Company Size  > 10-49 Employees > 9182,Premium,Already Shared,"15,000,000",People who are owners or employees of a company with 10-49 employees
2.38E+16,9187,ODC-P B2B > Company Size  > 5000+ Employees > 9187,Premium,Already Shared,"41,000,000",People who are owners or employees of a company with 5000+ employees
2.38E+16,9185,ODC-P B2B > Company Size  > 500-999 Employees > 9185,Premium,Already Shared,"3,400,000",People who are owners or employees of a company with 500-999 employees
2.38E+16,9183,ODC-P B2B > Company Size  > 50-99 Employees > 9183,Premium,Already Shared,"1,000",People who are owners or employees of a company with 50-99 employees
2.38E+16,9181,ODC-P B2B > Company Size  > Less Than 10 Employees > 9181,Premium,Already Shared,"94,000,000",People who are owners or employees of a company with less than 10 employees
2.38E+16,114,ODC-P B2B > Corporate Executives > 114,Premium,Already Shared,"23,000,000",People whose activities strongly suggest they are corporate executives.
2.38E+16,220568,ODC-P B2B > Decision Makers > Finance Decision Makers > 220568,Premium,Already Shared,"330,000",People who are finance decision makers
2.38E+16,220566,ODC-P B2B > Decision Makers > IT Decision Makers > 220566,Premium,Already Shared,"3,400,000",People who are IT decision makers
2.38E+16,220567,ODC-P B2B > Decision Makers > Sales & Marketing Decision Makers > 220567,Premium,Already Shared,"4,100,000",People who are sales & marketing decision makers
2.38E+16,8456,ODC-P B2B > Industry > Agriculture > 8456,Premium,Already Shared,"9,400,000",People who are owners or employees of a business in the Agriculture industry
2.38E+16,1945130,ODC-P B2B > Industry > Business Services > 1945130,Premium,Already Shared,"41,000,000",People who are owners or employees of a business in the Business Services industry
2.38E+16,1945140,ODC-P B2B > Industry > Construction > 1945140,Premium,Already Shared,"22,000,000",People who are owners or employees of a business in the Construction industry
2.38E+16,1945141,ODC-P B2B > Industry > Consumer Services > 1945141,Premium,Already Shared,"32,000,000",People who are owners or employees of a business in the Consumer Services industry
2.38E+16,1945142,ODC-P B2B > Industry > Cultural & Recreation > 1945142,Premium,Already Shared,"4,700,000",People who are owners or employees of a business in the Cultural & Recreation industry
2.38E+16,8437,ODC-P B2B > Industry > Education > 8437,Premium,Already Shared,"19,000,000",People who are owners or employees of a business in the Education industry
2.38E+16,8438,ODC-P B2B > Industry > Finance > 8438,Premium,Already Shared,"17,000,000",People who are owners or employees of a business in the Finance industry
2.38E+16,8439,ODC-P B2B > Industry > Government > 8439,Premium,Already Shared,"18,000,000",People who are owners or employees of a business in the Government industry
2.38E+16,1945143,ODC-P B2B > Industry > Healthcare > 1945143,Premium,Already Shared,"25,000,000",People who are owners or employees of a business in the Healthcare industry
2.38E+16,1945144,ODC-P B2B > Industry > Hospitality & Travel > 1945144,Premium,Already Shared,"1,800,000",People who are owners or employees of a business in the Hospitality & Travel industry
2.38E+16,8442,ODC-P B2B > Industry > Insurance > 8442,Premium,Already Shared,"6,100,000",People who are owners or employees of a business in the Insurance industry
2.38E+16,8443,ODC-P B2B > Industry > Legal > 8443,Premium,Already Shared,"4,800,000",People who are owners or employees of a business in the Legal industry
2.38E+16,1945147,ODC-P B2B > Industry > Logistics & Transportation > 1945147,Premium,Already Shared,"9,400,000",People who are owners or employees of a business in the Logistics & Transportation industry
2.38E+16,1945145,ODC-P B2B > Industry > Manufacturing > 1945145,Premium,Already Shared,"23,000,000",People who are owners or employees of a business in the Manufacturing industry
2.38E+16,1945146,ODC-P B2B > Industry > Media & Internet > 1945146,Premium,Already Shared,"19,000,000",People who are owners or employees of a business in the Media & Internet industry
2.38E+16,8447,ODC-P B2B > Industry > Real Estate > 8447,Premium,Already Shared,"18,000,000",People who are owners or employees of a business in the Real Estate industry
2.38E+16,8493,ODC-P B2B > Industry > Restaurant > 8493,Premium,Already Shared,"6,400,000",People who are owners or employees of a business in the Restaurant industry
2.38E+16,8448,ODC-P B2B > Industry > Retail > 8448,Premium,Already Shared,"22,000,000",People who are owners or employees of a business in the Retail industry
2.38E+16,8450,ODC-P B2B > Industry > Telecommunications > 8450,Premium,Already Shared,"3,900,000",People who are owners or employees of a business in the Telecommunications industry
2.38E+16,8454,ODC-P B2B > Industry > Wholesale Trade > 8454,Premium,Already Shared,"9,300,000",People who are owners or employees of a business in the Wholesale Trade industry
,220583,ODC-P B2B > Job Functions > Administration and Support > 220583,Premium,5-7 business days,"2,561,867",People whose job function is Administration & Support
,220571,ODC-P B2B > Job Functions > Customer Service > 220571,Premium,5-7 business days,"123,685",People whose job function is Customer Service
,220585,ODC-P B2B > Job Functions > Education and Training > 220585,Premium,5-7 business days,"5,733,070",People whose job function is Education and Training
,220575,ODC-P B2B > Job Functions > Engineering/R&D > 220575,Premium,5-7 business days,"7,913,316",People whose job function is Engineering/R&D
,220572,ODC-P B2B > Job Functions > Finance > 220572,Premium,5-7 business days,"7,308,823",People whose job function is Finance
,220577,ODC-P B2B > Job Functions > Healthcare > 220577,Premium,5-7 business days,"6,081,589",People whose job function is Heathcare
,220574,ODC-P B2B > Job Functions > Human Resources > 220574,Premium,5-7 business days,"2,595,246",People whose job function is Human Resources
2.38E+16,220573,ODC-P B2B > Job Functions > Information Technology (IT) > 220573,Premium,Already Shared,"8,400,000",People whose job function is I.T./Technology
,220586,ODC-P B2B > Job Functions > Legal > 220586,Premium,5-7 business days,"1,785,909",People whose job function is legal
,220570,ODC-P B2B > Job Functions > Marketing > 220570,Premium,5-7 business days,"3,031,078",People whose job function is Marketing
,220576,ODC-P B2B > Job Functions > Operations > 220576,Premium,5-7 business days,"5,436,924",People whose job function is Operations
,220569,ODC-P B2B > Job Functions > Sales > 220569,Premium,5-7 business days,"9,030,090",People whose job function is Sales
2.38E+16,9191,"ODC-P B2B > Sales Volume  > $1,000,000-$5,000,000 > 9191",Premium,Already Shared,"28,000,000",People who are owners or employees of a company with sales of $1000000-$5000000
2.38E+16,9193,"ODC-P B2B > Sales Volume  > $10,000,000-$25,000,000 > 9193",Premium,Already Shared,"14,000,000",People who are owners or employees of a company with sales of $10000000-$25000000
2.38E+16,9196,"ODC-P B2B > Sales Volume  > $100,000,000-$500,000,000 > 9196",Premium,Already Shared,"17,000,000",People who are owners or employees of a company with sales of $100000000-$500000000
2.38E+16,9194,"ODC-P B2B > Sales Volume  > $25,000,000-$50,000,000 > 9194",Premium,Already Shared,"1,400,000",People who are owners or employees of a company with sales of $25000000-$50000000
2.38E+16,9189,"ODC-P B2B > Sales Volume  > $250,000-$500,000 > 9189",Premium,Already Shared,"33,000,000",People who are owners or employees of a company with sales of $250000-$500000
2.38E+16,9192,"ODC-P B2B > Sales Volume  > $5,000,000-$10,000,000 > 9192",Premium,Already Shared,"3,300,000",People who are owners or employees of a company with sales of $5000000-$10000000
2.38E+16,9195,"ODC-P B2B > Sales Volume  > $50,000,000-$100,000,000 > 9195",Premium,Already Shared,"7,600,000",People who are owners or employees of a company with sales of $50000000-$100000000
2.38E+16,9190,"ODC-P B2B > Sales Volume  > $500,000-$1,000,000 > 9190",Premium,Already Shared,"22,000,000",People who are owners or employees of a company with sales of $500000-$1000000
2.38E+16,9197,"ODC-P B2B > Sales Volume  > $500,000,000+ > 9197",Premium,Already Shared,"41,000,000",People who are owners or employees of a company with sales of $500000000+
2.38E+16,9188,"ODC-P B2B > Sales Volume  > Under $250,000 > 9188",Premium,Already Shared,"84,000,000",People who are owners or employees of a company with sales under $250000
2.38E+16,8664,ODC-P B2B > Seniority > Executive/C-Suite > 8664,Premium,Already Shared,"88,000,000",People who are in executive or C-suite roles
2.38E+16,8665,ODC-P B2B > Seniority > Mid-Management > 8665,Premium,Already Shared,"53,000,000",People who are in middle management roles
2.38E+16,1410,ODC-P B2B > Small Business > Likely to Be a Small Business > 1410,Premium,Already Shared,"19,000,000",Individuals who are likely to be a small business owner
,4898,ODC-P Claritas > ConneXions Code > Antenna Land > 4898,Premium,5-7 business days,"7,700,000",The members of Antenna Land see little point in spending money on technology beyond the basics. Midscale Older w/o Kids
,4873,ODC-P Claritas > ConneXions Code > Bundled Burbs > 4873,Premium,5-7 business days,"3,080,000","Bundled Burbs is the kind of place where no one needs to argue over who gets to use the household computer, cell phone, or TV set. Upscale Middle Age w/ Kids"
,4866,ODC-P Claritas > ConneXions Code > Calling Circles > 4866,Premium,5-7 business days,"2,660,000",Calling Circles consists of middle-class minorities who like technology more than their midscale budgets allow. Midscale Younger w/ Kids
,4878,ODC-P Claritas > ConneXions Code > Cinemaniacs > 4878,Premium,5-7 business days,"4,200,000",The suburban-based Boomers of Cinemaniacs spend heavily on film entertainment. Many are upscale singles and couples who subscribe to cable TV to indulge their passion for cinema with the convenience of video-on-demand. Upscale Older w/o Kids
,4862,ODC-P Claritas > ConneXions Code > Connected Country > 4862,Premium,5-7 business days,"3,640,000","For the upscale families in Connected Country, satellite dishes and cell phones have brought the world to their rural enclaves. Upscale Middle Age w/ Kids"
,4871,ODC-P Claritas > ConneXions Code > Cyber Sophisticates > 4871,Premium,5-7 business days,"3,920,000","The second wealthiest segment, Cyber Sophisticates is filled with well-educated Boomer couples who've integrated the Internet into their lives. Wealthy Middle Age w/o Kids"
,4881,ODC-P Claritas > ConneXions Code > Cyber Strivers > 4881,Premium,5-7 business days,"2,800,000","The working-class families that comprise Cyber Strivers say they'd be early tech adopters, if only they could afford it. Instead, these young minority families manage with older, less expensive technology. Lower Midscale Middle Age w/ Kids"
,4890,ODC-P Claritas > ConneXions Code > Digital Dreamers > 4890,Premium,5-7 business days,"5,460,000",The lower-middle-class singles and couples in Digital Dreamers are only middling adopters of new technology. Lower Midscale Older w/o Kids
,4904,ODC-P Claritas > ConneXions Code > Discounts and Deals > 4904,Premium,5-7 business days,"2,660,000",The members of Discounts & Deals are always looking for a bargain--especially when it comes to technology services. Downscale Older Mostly w/o Kids
,4877,ODC-P Claritas > ConneXions Code > Gadgets Galore > 4877,Premium,5-7 business days,"3,640,000","The upper-middle-class families in Gadgets Galore may not be the first to embrace new technology, but when they do, they can't get enough. Upper Midscale Older w/ Kids"
,4891,ODC-P Claritas > ConneXions Code > Gearing Up > 4891,Premium,5-7 business days,"2,520,000","The youngest of all the Nielsen ConneXions segments, Gearing Up is home to mostly twentysomething singles signing their first telecommunications agreements. Low Income Middle Age w/o Kids"
,4865,ODC-P Claritas > ConneXions Code > Generation WiFi > 4865,Premium,5-7 business days,"2,660,000",The young singles and couples who make up Generation WiFi are a footloose group. Midscale Younger w/o Kids
,4864,ODC-P Claritas > ConneXions Code > High-Tech Society > 4864,Premium,5-7 business days,"3,640,000",High-Tech Society represents the most affluent technology-enabled segment in the nation. Wealthy Older w/ Kids
,4886,ODC-P Claritas > ConneXions Code > IM Nation > 4886,Premium,5-7 business days,"3,220,000","The young singles and couples in IM Nation stay connected to friends and family thanks to cell phones, having recently severed their landline service. Lower Midscale Younger w/o Kids"
,4882,ODC-P Claritas > ConneXions Code > Internet Hinterlands > 4882,Premium,5-7 business days,"3,360,000","Rural and upscale, the members of Internet Hinterlands rely on dish technology to enhance their lives. Upscale Older Mostly w/o Kids"
,4874,ODC-P Claritas > ConneXions Code > Kids and Keyboards > 4874,Premium,5-7 business days,"5,460,000","In Kids & Keyboards, parents spend big on technology to entertain and educate their children. Upper Midscale Middle Age w/ Kids"
,4910,ODC-P Claritas > ConneXions Code > Last to Adopt > 4910,Premium,5-7 business days,"4,760,000",The poorest Nielsen ConneXions segment is also the one least likely to acquire new technology. Low Income Older w/o Kids
,4901,ODC-P Claritas > ConneXions Code > Leisurely Adopters > 4901,Premium,5-7 business days,"3,640,000","Given their low incomes and advancing age, the members of Leisurely Adopters keep their technology spending to a minimum by necessity. Downscale Older Mostly w/o Kids"
,4883,ODC-P Claritas > ConneXions Code > Low-Speed Boomers > 4883,Premium,5-7 business days,"4,480,000","Convenience drives the adoption behavior of Low-Speed Boomers. Wealthy, educated, and suburban, these empty-nesting couples typically acquire technology that saves them time and effort. Wealthy Older w/o Kids"
,4897,ODC-P Claritas > ConneXions Code > Low-Tech Country > 4897,Premium,5-7 business days,"2,380,000",The rural couples and singles in Low-Tech Country enjoy the latest advances that technology from the 1970s can offer. Downscale Older Mostly w/o Kids
,4879,ODC-P Claritas > ConneXions Code > Multimedia Families > 4879,Premium,5-7 business days,"4,200,000","The middle-class households of Multimedia Families are all about kids. They watch kids' shows on TV, play games on the Internet, and operate PSPs and PlayStation IIIs with aplomb. Upper Midscale Older w/ Kids"
,4895,ODC-P Claritas > ConneXions Code > New Kids on the Grid > 4895,Premium,5-7 business days,"2,100,000","The poor, largely middle age and single households that make up New Kids on the Grid have only modest budgets that they can devote to communications technology. Downscale Older Mostly w/o Kids"
,4876,ODC-P Claritas > ConneXions Code > New Technorati > 4876,Premium,5-7 business days,"4,200,000","NoneThe members of New Technorati are young, footloose, and wireless. These mainly Gen-Y singles and couples rarely leave home without their MP3 players, wireless laptops, and mobile phones. Upper Midscale Older w/o Kids"
,4903,ODC-P Claritas > ConneXions Code > Old-Time Media > 4903,Premium,5-7 business days,"4,060,000","Tried and true are the hallmarks of technology that appeal to one of the oldest ConneXions segment, Old-Time Media. Upper Midscale Mature w/o Kids"
,4893,ODC-P Claritas > ConneXions Code > Opting Out > 4893,Premium,5-7 business days,"4,060,000",The mature couples in Opting Out can afford to buy the latest technology; they just frequently choose not to. Upper Midscale Older w/o Kids
,4860,ODC-P Claritas > ConneXions Code > Plugged-In Families > 4860,Premium,5-7 business days,"5,040,000","Kids rule in Plugged-In Families, so it's no surprise that the technology and media choices here have a child-friendly skew. Upscale Younger w/ Kids"
,4884,ODC-P Claritas > ConneXions Code > Rural Transmissions > 4884,Premium,5-7 business days,"4,060,000","When it comes to technology, the members of Rural Transmissions play only one note: satellite dishes. Midscale Older Family Mix"
,4906,ODC-P Claritas > ConneXions Code > Satellite Seniors > 4906,Premium,5-7 business days,"1,960,000",The rural singles and couples in Satellite Seniors have downscale incomes and proportionately modest technology budgets. Downscale Older Mostly w/o Kids
,4870,ODC-P Claritas > ConneXions Code > Satellites and Silos > 4870,Premium,5-7 business days,"4,200,000","The country couples of Satellites & Silos swear by their dishes. Too isolated for cable or DSL services, these younger, upper-middle income, rural residents rely on satellites for most of their entertainment needs. Upper Midscale Middle Age w/o Kids"
,4868,ODC-P Claritas > ConneXions Code > Smart Gamers > 4868,Premium,5-7 business days,"3,500,000",The suburban Boomer families of Smart Gamers like to work hard and play hard; they excel in both working from home and playing games online. Upscale Older w/ Kids
,4861,ODC-P Claritas > ConneXions Code > Tech Nests > 4861,Premium,5-7 business days,"3,640,000","Young, wired families make up Tech Nests, a segment of small-town families with big appetites for consumer electronics. Midscale Younger w/ Kids"
,4899,ODC-P Claritas > ConneXions Code > Tech Skeptics > 4899,Premium,5-7 business days,"4,340,000","They may have money and education, but the members of Tech Skeptics are late adopters when it comes to technology. Upper Midscale Mature w/o Kids"
,4908,ODC-P Claritas > ConneXions Code > Tech-Free Frontier > 4908,Premium,5-7 business days,"3,640,000","Who needs computers, the Internet, on-demand movies, or MP3 players? Certainly not the rugged retirees in Tech-Free Frontier. Lower Midscale Mature w/o Kids"
,4859,ODC-P Claritas > ConneXions Code > Technovators > 4859,Premium,5-7 business days,"4,340,000","Rich, educated, and tech-savvy, the members of Technovators lead the nation in acquiring the latest communications and entertainment technology. Wealthy Younger w/ Kids"
,4887,ODC-P Claritas > ConneXions Code > Techs and the City > 4887,Premium,5-7 business days,"4,060,000","Concentrated in urban apartment communities, Techs and the City consists of young, cyberspace-savvy singles who spend much of their free time online. Lower Midscale Younger w/o Kids"
,4894,ODC-P Claritas > ConneXions Code > Techtown Lites > 4894,Premium,5-7 business days,"3,640,000",The lower-mid residents of Techtown Lites are content to live with only basic communication services. Downscale Older Mostly w/o Kids
,4872,ODC-P Claritas > ConneXions Code > The Pragmatics > 4872,Premium,5-7 business days,"3,360,000",The upscale suburbanites in The Pragmatics use technology to simplify their lives.Upscale Younger w/o Kids
,4909,ODC-P Claritas > ConneXions Code > The Unconnected > 4909,Premium,5-7 business days,"5,600,000",Downscale incomes and advanced ages combine to make for low technology usage in The Unconnected. Downscale Mature w/o Kids
,4885,ODC-P Claritas > ConneXions Code > Video Vistas > 4885,Premium,5-7 business days,"3,360,000","The members of Video Vistas love their entertainment on screens. These large, lower-middle-class families like to watch TV programs, play video games, and even download videos off the Internet. Lower Midscale Middle Age w/ Kids"
,4869,ODC-P Claritas > ConneXions Code > WiFi Warriors > 4869,Premium,5-7 business days,"3,500,000",WiFi Warriors is a segment of wealthy executives and professionals who rely on technology for their travel-intensive jobs. Wealthy Middle Age w/o Kids
,4812,ODC-P Claritas > P$ycle Code > Annuity-ville > 4812,Premium,5-7 business days,"1,820,000","No place has more seniors, fewer children, and a greater passion for fixed-rate annuities than Annuity-ville. Upper Midscale Mature w/o Kids"
,4838,ODC-P Claritas > P$ycle Code > ATM Nation > 4838,Premium,5-7 business days,"2,380,000","As hip as they are, the members of ATM Nation are, nevertheless, financially unsophisticated. Many of these city apartment dwellers boast midscale incomes and have yet to accumulate appreciable assets. Midscale Younger Family Mix"
,4821,ODC-P Claritas > P$ycle Code > Bargain Lovers > 4821,Premium,5-7 business days,"1,960,000",Call them thrifty or call them economical; just don't call them cheap. Upscale Older w/o Kids
,4808,ODC-P Claritas > P$ycle Code > Big Spenders > 4808,Premium,5-7 business days,"2,520,000",The suburban Boomers who comprise Big Spenders are the ultimate financial jugglers. Wealthy Older Family Mix
,4857,ODC-P Claritas > P$ycle Code > Bottom-Line Blues > 4857,Premium,5-7 business days,"5,460,000","Bottom-Line Blues is the most financially challenged of all P$YCLE segments. No segment has fewer income-producing assets, and few rank lower when it comes to income or home ownership. Low Income Middle Age Family Mix"
,4802,ODC-P Claritas > P$ycle Code > Business Class > 4802,Premium,5-7 business days,"4,340,000","As the segment most likely to belong to a country club, Business Class is known for its lavish spending style. Upscale Older Mostly w/o Kids"
,4809,ODC-P Claritas > P$ycle Code > Capital Accumulators > 4809,Premium,5-7 business days,"2,800,000",Capital Accumulators is a collection of 55+ year-old suburbanites dedicated to growing their IRAs and 401(k) retirement accounts. Midscale Older Mostly w/o Kids
,4853,ODC-P Claritas > P$ycle Code > City Strivers > 4853,Premium,5-7 business days,"3,920,000","Filled with younger apartment dwellers, City Strivers consists mostly of under-35 year olds with lower-middle-class to midscale incomes and few income-producing assets. Midscale Younger Mostly w/ Kids"
,4805,ODC-P Claritas > P$ycle Code > Civic Spirits > 4805,Premium,5-7 business days,"1,820,000","They may be retired, but they're not retiring. The over-65-year-old couples who make up Civic Spirits tend to be community activists who participate in civic events, write newspaper editors, and contact elected officials. Upscale Mature w/o Kids"
,4819,ODC-P Claritas > P$ycle Code > Comfortably Retired > 4819,Premium,5-7 business days,"952,000",The members of Comfortably Retired could be poster children for living below one's means. Midscale Mature Mostly w/o Kids
,4826,ODC-P Claritas > P$ycle Code > Conservative Couples > 4826,Premium,5-7 business days,"2,240,000",Most of the members of Conservative Couples have retired-at least those who can afford to. Lower Midscale Mature Mostly w/o Kids
,4823,ODC-P Claritas > P$ycle Code > Corporate Climbers > 4823,Premium,5-7 business days,"3,080,000",The members of Corporate Climbers are singularly focused on their careers. Upper Midscale Older w/o Kids
,4832,ODC-P Claritas > P$ycle Code > Cut-Rate Country > 4832,Premium,5-7 business days,"2,940,000",The rural Boomers in Cut-Rate Country rarely pass up a deal-whether it's getting a sale price at Wal-Mart or using a Discover card for the cash-back feature. Midscale Older Family Mix
,4807,ODC-P Claritas > P$ycle Code > Domestic Bliss > 4807,Premium,5-7 business days,"1,820,000",Domestic Bliss is home to fashionable couples in their peak earning years. Wealthy Older Mostly w/o Kids
,4855,ODC-P Claritas > P$ycle Code > Economizers > 4855,Premium,5-7 business days,"6,860,000","With nearly all its households earning under $30,000 a year, Economizers is one of the nation's poorest financial groups. These racially mixed singles and single-parent families have few investments or other assets. Downscale Middle Age Family Mix"
,4806,ODC-P Claritas > P$ycle Code > Family Fortunes > 4806,Premium,5-7 business days,"3,780,000","The members of Family Fortunes rank at the top in many financial categories: investing in futures and options, owning mutual funds and U.S. Savings Bonds, and acquiring first mortgages worth over $150,000. Upscale Middle Age w/ Kids"
,4831,ODC-P Claritas > P$ycle Code > Family Sprawl > 4831,Premium,5-7 business days,"3,220,000","The younger, upper-middle-class families of Family Sprawl make a solid market for financial products ranging from installment credit and U.S. savings bonds to auto and term life insurance. Upper Midscale Younger w/ Kids"
,4811,ODC-P Claritas > P$ycle Code > Feathered Nests > 4811,Premium,5-7 business days,"3,080,000","There's money tucked away in Feathered Nests, a collection of middle-aged families with high incomes and above-average investable assets. Wealthy Older Family Mix"
,4840,ODC-P Claritas > P$ycle Code > Finance Chargers > 4840,Premium,5-7 business days,"3,360,000","Small-town, working-class families characterize Finance Chargers, a segment whose households are asset-light and loan-heavy. Midscale Older Family Mix"
,4813,ODC-P Claritas > P$ycle Code > Financial Independents > 4813,Premium,5-7 business days,"2,100,000","The members of Financial Independents like to go it alone. Upscale Boomers living in suburbia, they trade online, read self-help business books, and find investment ideas in The Wall Street Journal. Upper Midscale Older Mostly w/o Kids"
,4829,ODC-P Claritas > P$ycle Code > Fiscal Rookies > 4829,Premium,5-7 business days,"5,740,000",The young couples and singles of Fiscal Rookies are financially inexperienced Americans. Upper Midscale Younger w/o Kids
,4854,ODC-P Claritas > P$ycle Code > Getting-By Blues > 4854,Premium,5-7 business days,"3,080,000","Life can be a financial challenge in Getting-By Blues. An ethnically diverse segment of 45- to 64-year-olds, they typically rent older apartments in urban and second-city neighborhoods. Low Income Older Mostly w/o Kids"
,4801,ODC-P Claritas > P$ycle Code > Globetrotters > 4801,Premium,5-7 business days,"1,400,000",Members of Globetrotters have reached an age-over 65 years old-and a level of financial comfort-many have six-figure incomes-that allow them to indulge their passion for foreign travel. Wealthy Mature w/o Kids
,4803,ODC-P Claritas > P$ycle Code > Golden Agers > 4803,Premium,5-7 business days,"1,540,000","One of the oldest financial segments, Golden Agers is a collection of over-65-year-olds who've amassed substantial levels of IPA. Upscale Mature w/o Kids"
,4844,ODC-P Claritas > P$ycle Code > Greenback Acres > 4844,Premium,5-7 business days,"5,460,000","In Greenback Acres, cash is king. With its lower middle class incomes and low levels of income-producing assets, this segment has relatively few investments, retirement savings, or even credit card debt. Lower Midscale Older Mostly w/o Kids"
,4816,ODC-P Claritas > P$ycle Code > Home Sweet Equity > 4816,Premium,5-7 business days,"4,060,000","Upscale incomes, above average assets, and home-owning couples make this segment an attractive market for large-balance credit products. Upper Midscale Older Mostly w/o Kids"
,4843,ODC-P Claritas > P$ycle Code > Homespun Families > 4843,Premium,5-7 business days,"7,140,000","Homespun Families is a classic country lifestyle. Its 35- to 54-year-old homeowners, including a disproportionate number of farm families, are big fans of pickup trucks, country music, and outdoor sports like hunting and fishing. Midscale Older Family Mix"
